name,meaning,gender
Dadidev,Wisdom,Boy
Lamiraj,Kindness,Boy
Kiyajit,Victory,Boy
Ashdideep,Divine,Boy
Ashyapreet,Victory,Girl
Vishiita,Peace,Girl
Varians,Blessing,Girl
Palaveer,Blessing,Girl
Paneali,Joy,Girl
Chalaika,Victory,Girl
Haloan,Love,Girl
Kiradeep,Divine,Boy
Jaraan,Faith,Girl
Takan,Grace,Girl
Denaay,Energy,Girl
Omniav,Courage,Girl
Ashnin,Strength,Girl
Anvaan,Hope,Girl
Paneav,Blessing,Girl
Triloav,Wisdom,Boy
Ayruraj,Blessing,Boy
Rapaan,Energy,Girl
Makaika,Prosperity,Girl
Riloansh,Energy,Girl
Vamiav,Light,Girl
Balaesh,Blessing,Girl
Bayaali,Blessing,Boy
Yanapreet,Courage,Girl
Shalaa,Grace,Girl
Saraveer,Joy,Girl
Susaan,Blessing,Boy
Raloav,Light,Boy
Baripreet,Love,Boy
Daneit,Hope,Girl
Vineali,Wisdom,Boy
Pamijit,Divine,Boy
Haraya,Faith,Girl
Vayaesh,Divine,Girl
Trishiit,Peace,Boy
Sunea,Strength,Boy
Haloali,Kindness,Boy
Kadideep,Kindness,Boy
Lanaesh,Strength,Girl
Aymadeep,Brilliance,Boy
Dilaveer,Harmony,Boy
Dipaay,Blessing,Boy
Maraya,Peace,Boy
Ompaika,Brilliance,Girl
Chatadev,Energy,Boy
Aaneit,Peace,Boy
Ritaansh,Strength,Girl
Gataita,Courage,Girl
Hamiansh,Strength,Boy
Aarideep,Prosperity,Boy
Kadideep,Courage,Girl
Aarmaesh,Brilliance,Boy
Anrijit,Hope,Girl
Hataa,Kindness,Girl
Rimaya,Brilliance,Boy
Zalaya,Peace,Boy
Ashmideep,Energy,Girl
Riloan,Wisdom,Girl
Deshiita,Blessing,Girl
Chakaika,Divine,Boy
Ayradev,Energy,Boy
Vashiveer,Joy,Girl
Nadideep,Wisdom,Boy
Armian,Harmony,Girl
Arlait,Faith,Girl
Nariansh,Brilliance,Boy
Prapait,Blessing,Girl
Lania,Hope,Girl
Ayrun,Strength,Girl
Nayadev,Joy,Girl
Zakaav,Grace,Boy
Aakaa,Victory,Boy
Shiyadev,Wisdom,Girl
Kimaveer,Joy,Boy
Sulon,Peace,Boy
Omriit,Harmony,Boy
Sulaika,Hope,Girl
Sapajit,Courage,Girl
Lalopreet,Wisdom,Boy
Deraav,Kindness,Boy
Ramiita,Hope,Boy
Omtaav,Harmony,Girl
Tamideep,Blessing,Boy
Ayyaansh,Victory,Girl
Denait,Strength,Girl
Anriav,Harmony,Girl
Suvajit,Courage,Boy
Ishsaav,Victory,Boy
Aaparaj,Light,Boy
Kashians,Faith,Boy
Ridipreet,Strength,Girl
Trivaan,Strength,Girl
Ayladev,Strength,Boy
Aarniesh,Prosperity,Girl
Depajit,Energy,Boy
Pramaansh,Harmony,Boy
Sapapreet,Divine,Boy
Zaraali,Joy,Boy
Haraika,Kindness,Boy
Mataav,Blessing,Girl
Kanin,Light,Girl
Adisaans,Prosperity,Boy
Tamaay,Divine,Boy
Ayyaav,Hope,Boy
Shadiika,Harmony,Girl
Radiali,Hope,Girl
Desadeep,Prosperity,Boy
Trimiit,Peace,Boy
Rinepreet,Wisdom,Boy
Ishriika,Blessing,Boy
Yanaansh,Victory,Girl
Dayaay,Courage,Boy
Jalon,Wisdom,Girl
Charuit,Brilliance,Girl
Kataya,Light,Girl
Yariita,Love,Girl
Dashipreet,Brilliance,Girl
Varujit,Victory,Girl
Dalaveer,Strength,Girl
Bhyaali,Light,Boy
Paloveer,Wisdom,Girl
Kinaan,Love,Girl
Pavajit,Blessing,Boy
Garuraj,Blessing,Girl
Ashnadeep,Faith,Boy
Ashrudeep,Divine,Girl
Arnijit,Prosperity,Girl
Yaria,Victory,Girl
Maruveer,Grace,Girl
Omsait,Faith,Girl
Bhloesh,Peace,Girl
Anlaya,Kindness,Boy
Vamin,Divine,Boy
Janipreet,Strength,Girl
Omvaali,Grace,Boy
Ommaita,Blessing,Girl
Aarloa,Hope,Girl
Avyaav,Joy,Girl
Malopreet,Victory,Girl
Gasaansh,Peace,Girl
Mariansh,Hope,Girl
Chavin,Grace,Girl
Adinean,Light,Boy
Rikaika,Wisdom,Girl
Gania,Strength,Boy
Dasaraj,Courage,Girl
Layaan,Light,Girl
Kayajit,Blessing,Girl
Charudev,Prosperity,Girl
Aaladeep,Joy,Girl
Hamiay,Faith,Girl
Ashpaa,Kindness,Boy
Diparaj,Hope,Girl
Shaniveer,Faith,Boy
Chaviika,Wisdom,Boy
Riviali,Faith,Boy
Viraika,Prosperity,Boy
Ashviansh,Hope,Girl
Antaan,Peace,Girl
Diyapreet,Light,Boy
Jadiali,Prosperity,Boy
Omparaj,Energy,Girl
Sadiit,Hope,Girl
Aarmidev,Victory,Girl
Kasaya,Energy,Boy
Avpapreet,Prosperity,Boy
Pashiali,Peace,Boy
Jamiansh,Brilliance,Boy
Makaans,Energy,Boy
Shasaraj,Victory,Girl
Sharaali,Grace,Girl
Sulon,Brilliance,Girl
Chaviit,Joy,Boy
Aariav,Divine,Girl
Chapaika,Divine,Girl
Tripaita,Love,Boy
Ladiit,Harmony,Boy
Trivan,Victory,Boy
Shiloveer,Light,Boy
Ankajit,Light,Girl
Omkan,Wisdom,Girl
Adishiav,Harmony,Girl
Prariveer,Courage,Boy
Pralajit,Faith,Boy
Riyadeep,Hope,Boy
Mania,Peace,Girl
Zayaraj,Hope,Girl
Avpaya,Victory,Girl
Ashkaans,Prosperity,Boy
Zarapreet,Divine,Boy
Kapadev,Peace,Boy
Dilaan,Light,Girl
Adimajit,Kindness,Girl
Madiita,Light,Girl
Laloali,Brilliance,Girl
Pavaesh,Hope,Girl
Arlaay,Faith,Boy
Jaloav,Courage,Girl
Tavaali,Divine,Girl
Yaruita,Harmony,Girl
Pradiveer,Energy,Girl
Bhyait,Divine,Girl
Vamaesh,Peace,Boy
Shayan,Victory,Boy
Omdijit,Grace,Boy
Suyaans,Peace,Boy
Laripreet,Hope,Boy
Divadev,Light,Boy
Lashiita,Hope,Boy
Ishvaraj,Prosperity,Boy
Mashin,Victory,Boy
Aylodev,Light,Girl
Ishdiveer,Wisdom,Girl
Dinaesh,Peace,Boy
Tritaika,Love,Girl
Kataya,Brilliance,Boy
Samaesh,Wisdom,Boy
Ravaay,Hope,Boy
Yanean,Victory,Girl
Bariveer,Courage,Girl
Chaviika,Hope,Boy
Vatajit,Victory,Boy
Pranian,Blessing,Girl
Supaesh,Love,Girl
Aalaay,Peace,Boy
Jatait,Kindness,Boy
Danepreet,Divine,Boy
Nashiansh,Energy,Boy
Prakaans,Blessing,Boy
Omsaika,Prosperity,Boy
Aarruya,Wisdom,Boy
Avmiali,Love,Girl
Tamiansh,Prosperity,Girl
Malajit,Grace,Girl
Rivaansh,Divine,Boy
Shikadev,Victory,Boy
Bavan,Victory,Boy
Parua,Kindness,Girl
Derajit,Blessing,Boy
Chaniika,Kindness,Boy
Anrideep,Hope,Boy
Aykaali,Blessing,Girl
Shavaveer,Wisdom,Boy
Haviraj,Courage,Boy
Janea,Faith,Girl
Zavaansh,Light,Girl
Rinaveer,Brilliance,Boy
Anvaesh,Victory,Boy
Vanadev,Love,Girl
Arshin,Courage,Girl
Sulodev,Grace,Girl
Aarshin,Strength,Boy
Ishvadeep,Prosperity,Girl
Ishrapreet,Prosperity,Boy
Ishriya,Victory,Girl
Pralan,Love,Boy
Deria,Courage,Boy
Karian,Energy,Girl
Zasaali,Strength,Girl
Kanaa,Brilliance,Girl
Shataesh,Faith,Boy
Anladeep,Prosperity,Girl
Aaniay,Victory,Girl
Masaali,Hope,Girl
Baniya,Strength,Girl
Vamaali,Brilliance,Boy
Jayaav,Light,Girl
Layadev,Victory,Girl
Takaay,Energy,Girl
Aadiya,Light,Girl
Shimadeep,Kindness,Boy
Shatadeep,Courage,Girl
Pariveer,Energy,Girl
Yaraay,Grace,Boy
Vakaans,Hope,Girl
Ridia,Hope,Boy
Triloit,Victory,Girl
Omtaveer,Peace,Girl
Sayaans,Prosperity,Girl
Yavaay,Divine,Boy
Saruav,Light,Girl
Omraesh,Harmony,Boy
Banen,Courage,Girl
Dirians,Brilliance,Girl
Pakaan,Harmony,Girl
Omnaali,Blessing,Boy
Gamaan,Prosperity,Girl
Viyaika,Faith,Girl
Aariesh,Hope,Boy
Yapait,Peace,Boy
Ayyapreet,Hope,Boy
Deloa,Grace,Girl
Aaraita,Energy,Girl
Savian,Strength,Girl
Aadijit,Peace,Boy
Ishriraj,Peace,Girl
Chavaveer,Joy,Boy
Hapaansh,Energy,Boy
Basaan,Hope,Boy
Ashrupreet,Love,Boy
Adiriya,Divine,Girl
Larudev,Courage,Boy
Suridev,Grace,Boy
Tarian,Harmony,Girl
Shapadeep,Divine,Girl
Aarloansh,Blessing,Girl
Manadev,Kindness,Boy
Kitait,Peace,Boy
Riloit,Divine,Girl
Bhkaan,Faith,Girl
Mapadev,Strength,Boy
Hayaika,Kindness,Boy
Arkajit,Energy,Girl
Suniit,Peace,Girl
Hasaya,Hope,Girl
Didin,Courage,Boy
Mariya,Grace,Girl
Vimiali,Victory,Boy
Vavideep,Faith,Girl
Aariita,Blessing,Boy
Zamaika,Love,Boy
Aarshiali,Faith,Boy
Vashiesh,Light,Girl
Yalaraj,Peace,Girl
Avvadeep,Blessing,Boy
Jataali,Hope,Boy
Triloa,Love,Girl
Rataveer,Joy,Boy
Riyaans,Brilliance,Boy
Ompaav,Brilliance,Boy
Lakaans,Peace,Boy
Aarrajit,Brilliance,Girl
Kitaita,Kindness,Girl
Danedeep,Grace,Boy
Vimiraj,Blessing,Girl
Vataali,Faith,Girl
Yalaans,Energy,Girl
Aadin,Divine,Boy
Viloa,Kindness,Boy
Chaneav,Strength,Girl
Bhyaveer,Kindness,Girl
Galaav,Light,Boy
Jariika,Brilliance,Girl
Sapaans,Victory,Boy
Ashdiraj,Harmony,Girl
Dashian,Hope,Boy
Ralan,Brilliance,Boy
Gararaj,Hope,Boy
Shaloya,Wisdom,Girl
Shariav,Strength,Boy
Tritaya,Victory,Girl
Mavians,Hope,Boy
Aanea,Peace,Boy
Larian,Faith,Boy
Praloansh,Grace,Girl
Pramiansh,Joy,Boy
Saneesh,Blessing,Boy
Trilaans,Divine,Boy
Prasaay,Strength,Girl
Zanaesh,Courage,Girl
Omniansh,Light,Boy
Laviali,Blessing,Girl
Yalaav,Brilliance,Girl
Aaviesh,Faith,Girl
Dasaveer,Grace,Boy
Avnedev,Strength,Boy
Tasaesh,Harmony,Boy
Naraansh,Love,Girl
Chapaveer,Love,Girl
Dalodeep,Prosperity,Girl
Aynidev,Blessing,Boy
Lavadeep,Brilliance,Boy
Arruan,Peace,Girl
Prakaay,Faith,Boy
Naloali,Courage,Girl
Baruansh,Love,Girl
Shanadeep,Blessing,Boy
Aarlaita,Peace,Boy
Triran,Wisdom,Girl
Bhnedeep,Grace,Girl
Nasaveer,Harmony,Boy
Nataraj,Grace,Boy
Bayaveer,Wisdom,Girl
Tripaan,Grace,Girl
Karaika,Peace,Boy
Jadiika,Energy,Boy
Omria,Faith,Girl
Haraita,Grace,Boy
Daruali,Courage,Boy
Arrudeep,Faith,Girl
Nadiika,Hope,Boy
Aymidev,Kindness,Girl
Trivideep,Victory,Boy
Aaruali,Energy,Girl
Trimaan,Divine,Girl
Anniveer,Blessing,Boy
Omnia,Hope,Girl
Saruraj,Wisdom,Girl
Shiriali,Peace,Girl
Tatajit,Wisdom,Girl
Tavians,Wisdom,Boy
Ayriya,Wisdom,Boy
Chariya,Hope,Boy
Savapreet,Energy,Boy
Bapadev,Peace,Boy
Dinaraj,Grace,Boy
Masaa,Prosperity,Boy
Rirajit,Brilliance,Boy
Ashkajit,Peace,Girl
Nakan,Victory,Boy
Taripreet,Harmony,Boy
Bhnaansh,Blessing,Girl
Kavaita,Victory,Boy
Ashruan,Peace,Girl
Hayaita,Joy,Boy
Kinaveer,Light,Girl
Jakaa,Light,Girl
Shavadev,Love,Boy
Hamiay,Harmony,Boy
Laniay,Victory,Boy
Kalaan,Prosperity,Girl
Tadiav,Hope,Girl
Jataa,Wisdom,Boy
Maniali,Joy,Boy
Arshiit,Brilliance,Boy
Tayait,Victory,Boy
Aarniveer,Victory,Girl
Baruay,Strength,Boy
Ansaans,Victory,Girl
Kitaav,Prosperity,Girl
Jakaans,Victory,Girl
Mavia,Wisdom,Girl
Adiyaay,Wisdom,Boy
Ashshideep,Blessing,Girl
Chavipreet,Blessing,Girl
Zaraali,Energy,Girl
Trinaans,Wisdom,Boy
Variya,Strength,Boy
Avridev,Courage,Girl
Bhshiita,Grace,Girl
Bariveer,Light,Girl
Bhyaa,Blessing,Boy
Gamidev,Love,Boy
Avruans,Brilliance,Boy
Deshiveer,Peace,Girl
Artaveer,Harmony,Boy
Omshiika,Faith,Boy
Antaans,Brilliance,Girl
Omdiit,Blessing,Girl
Kikaay,Wisdom,Girl
Virajit,Peace,Boy
Charijit,Light,Boy
Ayvaali,Courage,Girl
Aaloit,Wisdom,Boy
Shitaay,Blessing,Boy
Adiran,Harmony,Boy
Laloansh,Grace,Girl
Rakadeep,Love,Girl
Yaviali,Prosperity,Boy
Ankaita,Harmony,Girl
Omlaan,Brilliance,Boy
Haneali,Kindness,Boy
Ashraesh,Blessing,Boy
Damait,Faith,Boy
Shisaav,Strength,Boy
Aymaans,Grace,Girl
Yapajit,Energy,Boy
Vapadev,Energy,Girl
Chaneesh,Light,Boy
Jamaesh,Blessing,Girl
Avrudeep,Faith,Boy
Saruveer,Energy,Boy
Pamians,Courage,Boy
Riyadev,Energy,Girl
Aytajit,Brilliance,Boy
Bhnedeep,Victory,Boy
Chadijit,Brilliance,Girl
Samiita,Courage,Girl
Triloita,Energy,Girl
Aysaans,Divine,Girl
Ishviesh,Hope,Boy
Aavaa,Faith,Girl
Tanaay,Victory,Boy
Kidian,Peace,Boy
Aylaya,Blessing,Girl
Daviveer,Strength,Boy
Laneesh,Victory,Girl
Japadeep,Strength,Boy
Badipreet,Divine,Boy
Aarvaesh,Wisdom,Boy
Saniraj,Courage,Girl
Shalaita,Kindness,Girl
Shipadeep,Grace,Boy
Taruesh,Prosperity,Girl
Kasaans,Love,Boy
Pradiit,Light,Boy
Omyadev,Light,Girl
Gakaans,Harmony,Boy
Bhyaansh,Prosperity,Girl
Kirajit,Brilliance,Boy
Aaryajit,Hope,Boy
Pamijit,Prosperity,Boy
Janiav,Harmony,Girl
Radian,Hope,Boy
Damiika,Hope,Boy
Valoika,Victory,Boy
Trishidev,Strength,Boy
Riraav,Prosperity,Girl
Mashia,Prosperity,Boy
Yatait,Strength,Girl
Pamapreet,Victory,Boy
Anmaali,Courage,Girl
Viniesh,Victory,Boy
Jasaveer,Courage,Girl
Arvadev,Energy,Girl
Trilaveer,Peace,Girl
Aarviansh,Wisdom,Boy
Savaveer,Prosperity,Boy
Adimiay,Energy,Boy
Aaruraj,Kindness,Boy
Hasadev,Divine,Boy
Pavidev,Divine,Girl
Dilojit,Victory,Boy
Ishkaansh,Harmony,Boy
Vimaali,Kindness,Boy
Ishtaesh,Hope,Boy
Nalaveer,Victory,Boy
Prayaya,Light,Girl
Sayaan,Harmony,Boy
Taruali,Wisdom,Boy
Aarlait,Victory,Boy
Arneika,Brilliance,Girl
Prayaansh,Love,Girl
Anriveer,Faith,Girl
Tavaita,Joy,Boy
Zataans,Blessing,Girl
Anriay,Energy,Girl
Prashians,Blessing,Girl
Aarniesh,Love,Boy
Hamian,Hope,Girl
Shariit,Wisdom,Girl
Shiniit,Strength,Boy
Kinadev,Victory,Girl
Javan,Light,Boy
Shalopreet,Love,Boy
Sakajit,Kindness,Girl
Sataa,Light,Boy
Gasait,Prosperity,Boy
Sunan,Love,Boy
Vididev,Blessing,Girl
Yadiansh,Divine,Boy
Adiloika,Kindness,Girl
Arpaya,Brilliance,Girl
Damaali,Love,Boy
Aysaa,Energy,Girl
Basaay,Light,Boy
Ishtaraj,Wisdom,Girl
Mamijit,Blessing,Girl
Vadians,Energy,Girl
Shikaita,Joy,Girl
Taloita,Brilliance,Girl
Aaman,Joy,Boy
Ranaveer,Faith,Girl
Gamaraj,Blessing,Girl
Naman,Hope,Boy
Aarkaraj,Brilliance,Boy
Ashpaita,Wisdom,Boy
Aayapreet,Light,Boy
Aadidev,Peace,Boy
Vikaay,Kindness,Boy
Deloansh,Divine,Boy
Mayaali,Faith,Girl
Jaloit,Wisdom,Girl
Arkaan,Strength,Boy
Charaans,Peace,Girl
Ayshipreet,Harmony,Boy
Diraesh,Faith,Boy
Suneav,Light,Girl
Tasaika,Light,Boy
Avnan,Victory,Girl
Kavajit,Blessing,Girl
Ashtadeep,Blessing,Girl
Jashijit,Blessing,Boy
Mamaraj,Peace,Boy
Ashkaan,Harmony,Boy
Yaviveer,Blessing,Girl
Laraav,Wisdom,Boy
Gakan,Peace,Boy
Prashijit,Peace,Boy
Ompajit,Light,Boy
Rishiit,Wisdom,Boy
Javaesh,Courage,Boy
Sadiesh,Harmony,Girl
Yadiali,Harmony,Boy
Manadeep,Love,Girl
Derait,Victory,Boy
Desaans,Joy,Girl
Pariika,Kindness,Boy
Raruansh,Divine,Boy
Vaneit,Hope,Girl
Bhkaya,Joy,Girl
Dinaveer,Courage,Girl
Varuika,Harmony,Girl
Aylaya,Prosperity,Boy
Lanijit,Energy,Girl
Ommiesh,Divine,Boy
Payaali,Energy,Girl
Avyaraj,Wisdom,Girl
Detait,Strength,Girl
Pavaa,Energy,Girl
Shashin,Brilliance,Girl
Gamiit,Harmony,Girl
Adirait,Faith,Girl
Garuita,Prosperity,Girl
Sunaesh,Light,Boy
Yaman,Love,Girl
Didia,Courage,Boy
Kamiika,Victory,Boy
Deriya,Brilliance,Girl
Trinaesh,Faith,Boy
Aarmadev,Kindness,Girl
Bhkadeep,Love,Boy
Kipaali,Kindness,Girl
Dasaans,Faith,Boy
Zasaay,Joy,Boy
Daniika,Divine,Girl
Hanin,Kindness,Girl
Omlodeep,Light,Girl
Dadin,Grace,Boy
Prakaan,Victory,Boy
Yashijit,Peace,Girl
Lamiya,Divine,Boy
Avyapreet,Courage,Girl
Jamideep,Blessing,Girl
Jalon,Prosperity,Boy
Ayviav,Faith,Girl
Prayaa,Faith,Girl
Dipaan,Faith,Girl
Kashiraj,Divine,Boy
Tanipreet,Divine,Boy
Hayaveer,Victory,Girl
Aylodeep,Harmony,Boy
Prariav,Faith,Girl
Devaveer,Faith,Boy
Avvapreet,Divine,Girl
Dakadeep,Love,Girl
Adishiya,Love,Girl
Yapaansh,Love,Girl
Vayaali,Strength,Boy
Anraay,Prosperity,Boy
Vipaita,Courage,Boy
Ganiay,Peace,Girl
Gamaav,Joy,Boy
Shashiali,Kindness,Boy
Aariita,Blessing,Girl
Adiyaali,Faith,Girl
Pravaansh,Prosperity,Boy
Prapaay,Kindness,Girl
Avdideep,Faith,Girl
Deshiesh,Courage,Girl
Vimaita,Faith,Boy
Ishraveer,Brilliance,Boy
Shisaansh,Brilliance,Boy
Rimiay,Energy,Boy
Denin,Wisdom,Girl
Bhman,Courage,Boy
Yasaveer,Faith,Boy
Armipreet,Harmony,Boy
Pavaesh,Joy,Boy
Kiriav,Strength,Girl
Nataay,Brilliance,Boy
Kararaj,Joy,Girl
Aysaya,Kindness,Boy
Chanaveer,Peace,Girl
Halojit,Light,Girl
Nanaveer,Divine,Boy
Rimadeep,Faith,Boy
Omriay,Brilliance,Boy
Charaa,Blessing,Girl
Pranideep,Light,Boy
Bararaj,Joy,Girl
Kishiesh,Victory,Boy
Ishniansh,Light,Girl
Artaveer,Courage,Boy
Vitaya,Courage,Boy
Ladidev,Love,Girl
Kavajit,Courage,Boy
Avniraj,Courage,Girl
Shaneansh,Peace,Girl
Vimaraj,Peace,Girl
Sashiya,Grace,Girl
Bhvaay,Energy,Girl
Arvaika,Peace,Boy
Andiali,Hope,Girl
Tashiansh,Blessing,Girl
Anpaya,Light,Girl
Aanideep,Energy,Boy
Diniita,Divine,Girl
Bhyapreet,Grace,Boy
Tariika,Wisdom,Boy
Pashiansh,Victory,Girl
Ayvideep,Energy,Girl
Dinaita,Wisdom,Girl
Zaran,Prosperity,Girl
Aaraa,Wisdom,Girl
Arridev,Kindness,Boy
Aarkaay,Kindness,Boy
Demiraj,Grace,Girl
Ashkan,Energy,Boy
Chadideep,Courage,Girl
Aaloa,Hope,Boy
Zariay,Hope,Girl
Harudev,Blessing,Girl
Arnin,Victory,Girl
Shishiesh,Strength,Boy
Shishiya,Brilliance,Girl
Zanaika,Wisdom,Boy
Tripaans,Grace,Boy
Viniveer,Courage,Boy
Shamadev,Wisdom,Boy
Vatait,Light,Girl
Viman,Strength,Boy
Zatajit,Divine,Boy
Tadian,Strength,Girl
Shakaansh,Prosperity,Boy
Shisaay,Hope,Girl
Vavia,Grace,Girl
Gasaay,Hope,Girl
Balon,Divine,Boy
Ashvaansh,Divine,Girl
Garuav,Joy,Girl
Pashiansh,Divine,Boy
Zavaali,Victory,Girl
Praman,Faith,Boy
Hapadev,Faith,Girl
Dayaav,Strength,Boy
Tatait,Love,Boy
Risaan,Light,Boy
Tashiraj,Faith,Girl
Pradidev,Strength,Boy
Ishtaali,Courage,Boy
Japadev,Prosperity,Girl
Ashmin,Peace,Boy
Latapreet,Hope,Girl
Yaviita,Courage,Girl
Zaviika,Brilliance,Girl
Anruan,Divine,Girl
Lalaika,Hope,Girl
Ashvapreet,Hope,Boy
Makaali,Wisdom,Girl
Devaesh,Courage,Girl
Avvaav,Divine,Boy
Baridev,Brilliance,Girl
Shipaan,Faith,Boy
Lavaita,Kindness,Girl
Kitaay,Strength,Boy
Raneans,Strength,Boy
Divaya,Hope,Boy
Rimiay,Harmony,Girl
Ompaveer,Peace,Girl
Daviita,Hope,Boy
Vavians,Grace,Boy
Vineika,Prosperity,Girl
Demiali,Light,Boy
Nashiay,Brilliance,Boy
Lalaya,Victory,Boy
Nayaay,Faith,Girl
Ashkaesh,Brilliance,Girl
Anruita,Faith,Boy
Lasaansh,Harmony,Boy
Omtaav,Grace,Boy
Trilodev,Harmony,Boy
Varujit,Hope,Girl
Chaviita,Strength,Girl
Jayaa,Wisdom,Boy
Triviraj,Faith,Boy
Taloita,Blessing,Girl
Paniansh,Faith,Girl
Raneav,Strength,Girl
Yashiraj,Prosperity,Boy
Laraali,Harmony,Boy
Bavian,Love,Girl
Tadiveer,Wisdom,Girl
Dayadev,Light,Girl
Shikan,Wisdom,Girl
Gamaav,Faith,Girl
Daneika,Faith,Girl
Anneansh,Love,Boy
Aaraveer,Prosperity,Girl
Balaan,Divine,Girl
Omvadev,Joy,Boy
Avkaans,Grace,Girl
Ashniav,Grace,Boy
Demiit,Joy,Boy
Omshiraj,Harmony,Girl
Kashiika,Harmony,Girl
Zataali,Strength,Boy
Kimaya,Brilliance,Boy
Ishkaveer,Harmony,Girl
Dikaraj,Brilliance,Boy
Shirideep,Prosperity,Girl
Avmiit,Brilliance,Girl
Lapaay,Grace,Boy
Vidiali,Harmony,Girl
Chanajit,Kindness,Girl
Kanian,Brilliance,Boy
Prashiraj,Wisdom,Boy
Shiraraj,Divine,Boy
Arkaans,Hope,Boy
Nataveer,Prosperity,Boy
Aaryapreet,Kindness,Boy
Aymidev,Brilliance,Girl
Sanaan,Strength,Girl
Radiali,Grace,Girl
Anmiit,Blessing,Girl
Lasaali,Grace,Boy
Bhlaika,Faith,Boy
Gaparaj,Energy,Boy
Shinijit,Kindness,Girl
Vayaveer,Light,Girl
Ishladeep,Blessing,Boy
Salaesh,Victory,Girl
Chakaan,Peace,Boy
Aarruraj,Victory,Girl
Vinidev,Victory,Girl
Pradiraj,Energy,Boy
Avriav,Prosperity,Girl
Bhlaans,Victory,Boy
Aadiali,Brilliance,Boy
Ayshiveer,Wisdom,Girl
Kiviay,Blessing,Boy
Avsajit,Blessing,Girl
Anmiit,Victory,Boy
Adilojit,Wisdom,Girl
Armiay,Energy,Boy
Maviali,Victory,Girl
Tanaraj,Victory,Boy
Baloraj,Peace,Girl
Bhkaesh,Victory,Boy
Adiruita,Love,Boy
Adiyaraj,Blessing,Girl
Ashlojit,Joy,Girl
Yamapreet,Wisdom,Girl
Chadiveer,Blessing,Girl
Arradeep,Strength,Girl
Avtaita,Grace,Girl
Aaraansh,Grace,Boy
Adineraj,Victory,Boy
Marun,Energy,Boy
Daridev,Hope,Girl
Kimaa,Faith,Boy
Ashtajit,Kindness,Boy
Sumiav,Kindness,Girl
Aynideep,Grace,Boy
Galaya,Brilliance,Girl
Gamiraj,Peace,Boy
Mashiav,Hope,Boy
Bhdiit,Wisdom,Boy
Rariveer,Victory,Girl
Anmaav,Brilliance,Girl
Hanaav,Faith,Boy
Suvaansh,Light,Boy
Shivaya,Grace,Boy
Masaan,Harmony,Girl
Ashriveer,Brilliance,Girl
Disaika,Faith,Girl
Kikaita,Wisdom,Boy
Chavipreet,Joy,Boy
Dadiay,Strength,Girl
Risaay,Brilliance,Girl
Omvaay,Brilliance,Boy
Avlodev,Faith,Girl
Aytan,Joy,Girl
Praparaj,Light,Boy
Ashradev,Grace,Boy
Baloa,Grace,Girl
Zaloveer,Light,Girl
Danin,Hope,Girl
Adiparaj,Joy,Boy
Madiali,Wisdom,Boy
Garadev,Faith,Boy
Ganiika,Joy,Boy
Pamaita,Blessing,Boy
Kaneay,Joy,Girl
Antaveer,Strength,Girl
Vataansh,Grace,Girl
Omsaali,Peace,Boy
Ashsaya,Courage,Boy
Bayaveer,Kindness,Girl
Ishmadeep,Faith,Boy
Shidipreet,Kindness,Girl
Risaita,Victory,Girl
Dishiveer,Brilliance,Girl
Padidev,Blessing,Boy
Lamaraj,Hope,Girl
Bakapreet,Wisdom,Boy
Shiparaj,Joy,Boy
Shakaraj,Courage,Girl
Aarvaita,Victory,Girl
Viviali,Peace,Girl
Zaneika,Courage,Girl
Kikadev,Love,Girl
Kidin,Hope,Girl
Omvadev,Kindness,Boy
Paripreet,Blessing,Girl
Aalaansh,Courage,Girl
Ganeali,Energy,Girl
Laruika,Wisdom,Boy
Gadiay,Strength,Girl
Arraya,Kindness,Boy
Rimapreet,Energy,Boy
Shayaan,Light,Girl
Aamaika,Hope,Girl
Gamaya,Strength,Girl
Aamiav,Love,Boy
Yaloraj,Hope,Boy
Narait,Victory,Girl
Raraan,Strength,Boy
Yalaan,Strength,Girl
Jataans,Brilliance,Boy
Vimia,Light,Boy
Zatan,Harmony,Boy
Ashnia,Blessing,Boy
Kimaav,Joy,Boy
Mavians,Prosperity,Girl
Yariita,Kindness,Girl
Sariay,Energy,Girl
Aarshiika,Energy,Girl
Gasajit,Wisdom,Girl
Antaans,Kindness,Girl
Omnaveer,Courage,Girl
Avviveer,Prosperity,Boy
Vinaita,Joy,Girl
Derijit,Energy,Girl
Ishshiita,Victory,Boy
Aditadev,Energy,Girl
Jarua,Prosperity,Boy
Chakaraj,Peace,Girl
Madiveer,Grace,Boy
Vanadeep,Faith,Girl
Tririali,Strength,Girl
Rarin,Brilliance,Girl
Ishloans,Faith,Girl
Garudev,Joy,Girl
Shakaans,Blessing,Boy
Shaviansh,Love,Girl
Disaans,Strength,Girl
Aaryaveer,Harmony,Girl
Gamiav,Grace,Girl
Shanedeep,Grace,Boy
Savaansh,Faith,Girl
Gavaan,Harmony,Boy
Shamaveer,Light,Girl
Arnaans,Light,Girl
Raraansh,Grace,Girl
Ganaa,Harmony,Girl
Shipajit,Hope,Boy
Chanaita,Peace,Boy
Haraans,Joy,Girl
Gayaa,Grace,Boy
Ishdiika,Wisdom,Boy
Jakaansh,Energy,Girl
Omlait,Peace,Girl
Detajit,Grace,Girl
Janadeep,Grace,Girl
Ayripreet,Harmony,Girl
Bariesh,Energy,Girl
Prapapreet,Energy,Girl
