Name,Gender,Meaning
Mohinee,Female,(Sanskrit) enchantress.
Mohiney,Female,(Sanskrit) enchantress.
Mohini,Female,(Sanskrit) enchantress.
Mohinie,Female,(Sanskrit) enchantress.
Mohiny,Female,(Sanskrit) enchantress.
Mohmad,Male,(Arabic) forms of Muhammad.
Mohogany,Female,(Spanish) a form of Mahogany.
Mohogony,Female,(Spanish) a form of Mahogany.
Mohynee,Female,(Sanskrit) enchantress.
Mohyney,Female,(Sanskrit) enchantress.
Mohyni,Female,(Sanskrit) enchantress.
Mohynie,Female,(Sanskrit) enchantress.
Mohyny,Female,(Sanskrit) enchantress.
Moibeal,Female,(Latin) lovable.
Moices,,
Moina,Both,(Irish) noble.
Moinah,Both,(Irish) noble.
Moira,Female,(Irish) great.
Moirae,Female,(Irish) great.
Moirah,Female,(Irish) great.
Moire,Female,(Irish) great.
Moise,Male,"(Portuguese, Spanish) a form of Moises."
Moisei,,
Moises,Male,"(Portuguese, Spanish) a form of Moses."
Moisey,,
Moishe,Male,(Yiddish) a form of Moses.
Moisis,,
Mojag,Male,(Native American) crying baby.
Moka,Female,(Arabic) chocolate-flavored coffee.
Mokah,Female,(Arabic) chocolate-flavored coffee.
Mokee,Male,(Australian) cloudy.
Mokey,Male,(Australian) cloudy.
Moki,Male,(Australian) cloudy.
Mokie,Male,(Australian) cloudy.
Moky,Male,(Australian) cloudy.
Molara,Female,(Basque) a form of Mary.
Molarah,Female,(Basque) a form of Mary.
Molarra,Female,(Basque) a form of Mary.
Molarrah,Female,(Basque) a form of Mary.
Molea,Female,(Tongan) orange.
Moledin,Female,(Australian) creek.
Moledina,Female,(Australian) creek.
Moledinah,Female,(Australian) creek.
Moledine,Female,(Australian) creek.
Moledyn,Female,(Australian) creek.
Moledyna,Female,(Australian) creek.
Moledynah,Female,(Australian) creek.
Moledyne,Female,(Australian) creek.
Molee,Female,(Tongan) orange.
Molei,Female,(Tongan) orange.
Moleigh,Female,(Tongan) orange.
Moley,Female,(Tongan) orange.
Moli,Female,(Tongan) orange.
Molie,Female,(Tongan) orange.
Molimo,Male,(Moquelumnan) bear going under shady trees.
Molissia,Female,(Greek) Melissa
Molita,Female,(Greek) a form of Melissa.
Moll,Female,(Irish) a familiar form of Mary.
Mollea,Female,(Irish) a familiar form of Mary.
Mollee,Female,(Irish) a familiar form of Mary.
Mollei,Female,(Irish) a familiar form of Mary.
Molleigh,Female,(Irish) a familiar form of Mary.
Molley,Female,(Irish) a familiar form of Mary.
Molli,Female,(Irish) forms of Molly.
Mollie,Female,(Irish) forms of Molly.
Mollissa,Female,(Greek) Melissa
Molly,Female,(Irish) a familiar form of Mary.
Moly,Female,(Tongan) orange.
Momoztli,Both,(Nahuatl) altar.
Momuso,Male,(Moquelumnan) yellow jackets crowded in their nests for the winter.
Monae,Female,(American) a form of Monet.
Monaghan,Male,(Irish) monk.
Monah,Both,(Irish) noble.
Monahan,Male,(Irish) monk.
Monay,Female,(German) protection.
Monaye,Female,(German) protection.
Monca,Female,(Greek) solitary.
Mone,Both,(Irish) noble.
Monea,Both,(Irish) noble.
Monee,Female,(German) protection.
Moneeca,Female,(Greek) solitary.
Moneecah,Female,(Greek) solitary.
Moneeka,Female,(German) a form of Monica.
Moneekah,Female,(German) a form of Monica.
Moneeke,Female,(German) a form of Monica.
Monegunda,Female,(German) overprotective.
Moneik,Female,(German) a form of Monica.
Moneisha,Female,(American) a form of Monisha.
Moneka,Female,(German) a form of Monica.
Monesa,Female,(German) protection.
Monesha,Female,(American) a combination of Monica + Aisha.
Mongo,Male,(Yoruba) famous.
Monia,Female,(Greek) solitary.
Monic,Female,(Greek) solitary.
Monica,Female,(Greek) solitary.
Monicah,Female,(Greek) solitary.
Monice,Female,(Greek) solitary.
Monicia,Female,(Greek) solitary.
Monicka,Female,(Greek) solitary.
Monieka,Female,(German) a form of Monica.
Monifa,Female,(Yoruba) I have my luck.
Monifah,Female,(Yoruba) I have my luck.
Monika,Female,(German) a form of Monica.
Monikah,Female,(German) a form of Monica.
Monike,Female,(German) a form of Monica.
Moniqua,Female,(French) a form of Monica.
Monique,Female,(French) a form of Monica.
Moniquea,Female,(French) a form of Monica.
Moniquie,Female,(French) a form of Monica.
Monise,Female,(Greek) solitary.
Monisha,Female,(American) a combination of Monica + Aisha.
Monishia,Female,(American) a combination of Monica + Aisha.
Monita,Female,(Spanish) noble.
Monn,Female,(Greek) solitary.
Monna,Both,(Irish) noble.
Monnah,Both,(Irish) noble.
Monnica,Female,(Greek) solitary.
Monnicah,Female,(Greek) solitary.
Monnicka,Female,(Greek) solitary.
Monnie,Female,(Greek) solitary.
Monnika,Female,(German) a form of Monica.
Monnikah,Female,(German) a form of Monica.
Monniqua,Female,(French) a form of Monica.
Monnique,Female,(French) a form of Monica.
Monnyca,Female,(Greek) solitary.
Monnyka,Female,(German) a form of Monica.
Monoghan,Male,(Irish) monk.
Monolo,Male,(Spanish) a familiar form of Manuel.
Monro,Male,(Irish) from the mount on the river Roe.
Monroe,Both,(Gaelic) from the red marsh.
Monrow,Male,(Irish) from the mount on the river Roe.
Monserrat,Female,(Catalan) serrated mountain.
Montae,,
Montagne,Male,(French) pointed mountain.
Montagu,Male,(French) pointed mountain.
Montague,Male,(French) pointed mountain.
Montaigu,Male,(French) one who comes from the hill.
Montaine,Both,(Spanish) mountain.
Montanah,Both,(Spanish) mountain.
Montania,Both,(Spanish) mountain.
Montaniah,Both,(Spanish) mountain.
Montanna,Both,(Spanish) mountain.
Montannah,Both,(Spanish) mountain.
Montaro,Male,(Japanese) big boy.
Montay,,
Monte,Male,(French) a form of Montague.
Montea,Both,(English) rich man’s mountain.
Montee,,
Monteen,Female,(French) a form of Montana.
Monteena,Both,(Spanish) mountain.
Monteenah,Both,(Spanish) mountain.
Monteene,Female,(French) a form of Montana.
Montego,Male,(Spanish) mountainous.
Monteiz,Male,(Spanish) dweller in the mountains.
Montel,Male,(American) forms of Montreal.
Montele,Male,(American) forms of Montreal.
Montell,Male,(American) forms of Montreal.
Montelle,Male,(American) forms of Montreal.
Montenegro,Male,(Spanish) black mountain.
Monterial,Male,(French) show.
Monterio,Male,(Japanese) a form of Montaro.
Monterrell,Male,(French) show.
Montes,,
Montey,Both,(English) rich man’s mountain.
Montez,Male,(Spanish) dweller in the mountains.
Monteze,Male,(Spanish) dweller in the mountains.
Montezz,Male,(Spanish) dweller in the mountains.
Montgomerie,Both,(English) rich man’s mountain.
Month,Male,(Egyptian) god of Thebes.
Monti,,
Montia,Both,(English) rich man’s mountain.
Montie,Both,(English) rich man’s mountain.
Montina,Both,(Spanish) mountain.
Montinah,Both,(Spanish) mountain.
Montine,Female,(French) a form of Montana.
Montise,Male,(Spanish) dweller in the mountains.
Montisze,Male,(Spanish) dweller in the mountains.
Montiz,Male,(Spanish) dweller in the mountains.
Montize,Male,(Spanish) dweller in the mountains.
Montoya,,
Montra,Male,(French) show.
Montrae,Male,(French) show.
Montrai,Male,(French) show.
Montrail,Male,(French) show.
Montral,Male,(French) forms of Montreal.
Montrale,Male,(French) forms of Montreal.
Montrall,Male,(French) forms of Montreal.
Montray,Male,(French) show.
Montraz,Male,(French) a form of Montre.
Montre,Male,(French) show.
Montreall,Male,(French) show.
Montrel,Male,(French) forms of Montreal.
Montrele,Male,(French) forms of Montreal.
Montrell,Male,(French) forms of Montreal.
Montrelle,Male,(French) forms of Montreal.
Montres,Male,(French) a form of Montre.
Montrey,Male,(French) show.
Montrez,Male,(French) a form of Montre.
Montreze,Male,(French) a form of Montre.
Montrial,Male,(French) show.
Montserrat,Both,(Catalan) serrated mountain.
Montsho,Male,(Tswana) black.
Monty,Male,(English) a familiar form of Montgomery.
Montyn,Female,(French) a form of Montana.
Montyna,Both,(Spanish) mountain.
Montynah,Both,(Spanish) mountain.
Montyne,Female,(French) a form of Montana.
Montyz,Male,(Spanish) dweller in the mountains.
Montyze,Male,(Spanish) dweller in the mountains.
Monya,Female,(Greek) solitary.
Monyca,Female,(Greek) solitary.
Monycah,Female,(Greek) solitary.
Monycka,Female,(Greek) solitary.
Monyfa,Female,(Yoruba) I have my luck.
Monyfah,Female,(Yoruba) I have my luck.
Monyka,Female,(German) a form of Monica.
Monykah,Female,(German) a form of Monica.
Monyque,Female,(French) a form of Monica.
Moona,Female,(English) moon.
Moonah,Female,(English) moon.
Moone,Female,(English) moon.
Moonee,Female,(English) moon.
Mooney,Female,(English) moon.
Mooni,Female,(English) moon.
Moonia,Female,(English) moon.
Mooniah,Female,(English) moon.
Moonie,Female,(English) moon.
Moony,Female,(English) moon.
Moonya,Female,(English) moon.
Moonyah,Female,(English) moon.
Moor,Male,(French) dark; moor; marshland.
Moore,Male,(French) dark; moor; marshland.
Mooreen,Female,(Irish) a form of Maureen.
Mooreena,Female,(Irish) a form of Maureen.
Mooreenah,Female,(Irish) a form of Maureen.
Mooreene,Female,(Irish) a form of Maureen.
Moorelan,Male,(English) moor; marshland.
Mooreland,Male,(English) moor; marshland.
Moorlan,Male,(English) moor; marshland.
Moorland,Male,(English) moor; marshland.
Moorley,Male,(English) meadow by the moor.
Moorly,Male,(English) meadow by the moor.
Mooro,Male,(French) dark; moor; marshland.
Mora,Female,(Spanish) blueberry.
Morae,Female,(Spanish) blueberry.
Morag,Female,(Hebrew) bitter; sea of bitterness.
Morah,Female,(Spanish) blueberry.
Moraima,Female,(Latin) she who is beautiful as the blueberry tree.
Morain,Female,(Irish) a form of Maureen.
Moraina,Female,(Irish) a form of Maureen.
Morainah,Female,(Irish) a form of Maureen.
Moraine,Female,(Irish) a form of Maureen.
Moray,Male,(Scottish) sailor.
Morayn,Female,(Irish) a form of Maureen.
Morayna,Female,(Irish) a form of Maureen.
Moraynah,Female,(Irish) a form of Maureen.
Morayne,Female,(Irish) a form of Maureen.
Mord,Male,"(Hebrew) martial, warlike."
Mordecai,Male,"(Hebrew) martial, warlike."
Mordechai,Male,(Hebrew) a form of Mordecai.
Mordie,Male,"(Hebrew) martial, warlike."
Mordred,Male,(Latin) painful.
Mordryd,Male,(Latin) painful.
Mordy,Male,"(Hebrew) martial, warlike."
More,Male,(French) dark; moor; marshland.
Morea,Female,(Spanish) blueberry.
Moreah,Female,(Spanish) blueberry.
Moree,Female,(Australian) water.
Moreen,Female,(Irish) a form of Maureen.
Moreena,Female,(Irish) a form of Maureen.
Moreenah,Female,(Irish) a form of Maureen.
Moreene,Female,(Irish) a form of Maureen.
Morein,Female,(Irish) a form of Maureen.
Moreina,Female,(Irish) a form of Maureen.
Moreinah,Female,(Irish) a form of Maureen.
Moreine,Female,(Irish) a form of Maureen.
Morel,Male,(French) an edible mushroom.
Morela,Female,(Polish) apricot.
Morelah,Female,(Polish) apricot.
Morelan,Male,(English) moor; marshland.
Moreland,Male,(English) moor; marshland.
Morelia,Female,(Polish) apricot.
Morell,Male,(French) dark; from Morocco.
Morella,Female,(Polish) apricot.
Morellah,Female,(Polish) apricot.
Morelle,Both,(Polish) apricot.
Morelli,Male,(French) dark; from Morocco.
Moren,Female,(Irish) a form of Maureen.
Morena,Female,(Irish) a form of Maureen.
Morenah,Female,(Irish) a form of Maureen.
Morene,Female,(Irish) a form of Maureen.
Morey,Male,(Greek) a familiar form of Moris.
Morfeo,Male,(Greek) he who makes you see beautiful figures.
Morgain,Both,(Welsh) seashore.
Morgaina,Both,(Welsh) seashore.
Morgainah,Both,(Welsh) seashore.
Morgana,Both,(Welsh) seashore.
Morganah,Both,(Welsh) seashore.
Morgance,Both,(Welsh) seashore.
Morganda,Female,(Spanish) a form of Morgan.
Morgane,Female,(Welsh) forms of Morgan.
Morganetta,Both,(Welsh) seashore.
Morganette,Both,(Welsh) seashore.
Morganica,Both,(Welsh) seashore.
Morgann,Female,(Welsh) forms of Morgan.
Morganna,Both,(Welsh) seashore.
Morganne,Female,(Welsh) forms of Morgan.
Morgayn,Both,(Welsh) seashore.
Morgayna,Both,(Welsh) seashore.
Morgaynah,Both,(Welsh) seashore.
Morgayne,Both,(Welsh) seashore.
Morghan,Female,(Welsh) forms of Morgan.
Morghen,Both,(Welsh) seashore.
Morghin,Both,(Welsh) seashore.
Morghyn,Both,(Welsh) seashore.
Morgin,Both,(Welsh) seashore.
Morgon,Both,(Welsh) seashore.
Morgun,Both,(Scottish) sea warrior.
Morgunn,Both,(Scottish) sea warrior.
Morgwn,Both,(Scottish) sea warrior.
Morgyn,Female,(Welsh) forms of Morgan.
Mori,Both,(Australian) water.
Moria,Female,(Spanish) blueberry.
Moriah,Female,(Hebrew) God is my teacher.
Morice,Male,(Latin) dark skinned; moor; marshland.
Morie,Female,(Japanese) bay.
Moriel,Female,(Hebrew) God is my teacher.
Morill,Male,(French) dark; from Morocco.
Morin,Female,(Irish) a form of Maureen.
Morina,Female,(Irish) a form of Maureen.
Morinah,Female,(Irish) a form of Maureen.
Morine,Female,(Irish) a form of Maureen.
Morinna,Female,(Japanese) bay.
Morinnah,Female,(Japanese) bay.
Morio,Male,(Japanese) forest.
Moris,Male,(Greek) son of the dark one.
Morisa,Female,(Latin) dark skinned; moor; marshland.
Morisah,Female,(Latin) dark skinned; moor; marshland.
Moriset,Female,(Latin) dark skinned; moor; marshland.
Morisett,Female,(Latin) dark skinned; moor; marshland.
Morisetta,Female,(Latin) dark skinned; moor; marshland.
Morisette,Female,(Latin) dark skinned; moor; marshland.
Moriss,Male,(Latin) dark skinned; moor; marshland.
Morissa,Female,"(Latin) a form of Maris, Marisa."
Morissah,Female,(Latin) dark skinned; moor; marshland.
Morisz,Male,(Greek) son of the dark one.
Morit,Female,(Hebrew) teacher.
Morita,Female,(Spanish) blueberry.
Morite,Female,(Spanish) blueberry.
Moritt,Female,(Hebrew) teacher.
Moritta,Female,(Hebrew) teacher.
Morittah,Female,(Hebrew) teacher.
Moritz,Male,"(German) a form of Maurice, Morris."
Moriz,Male,(Greek) son of the dark one.
Morlan,Male,(English) moor; marshland.
Morland,Male,(English) moor; marshland.
Morlea,Male,(English) meadow by the moor.
Morlee,Male,(English) meadow by the moor.
Morleigh,Male,(English) meadow by the moor.
Morley,Male,(English) meadow by the moor.
Morli,Male,(English) meadow by the moor.
Morlie,Male,(English) meadow by the moor.
Morlon,Male,(English) meadow by the moor.
Morly,Male,(English) meadow by the moor.
Morlyn,Male,(English) meadow by the moor.
Morna,Female,(Irish) beloved.
Morowa,Female,(Akan) queen.
Morre,Male,(French) dark; moor; marshland.
Morree,Male,(Greek) a familiar form of Moris.
Morreen,Female,(Irish) a form of Maureen.
Morrel,Male,(French) an edible mushroom.
Morrell,Male,(French) dark; from Morocco.
Morrese,Male,(Latin) dark skinned; moor; marshland.
Morresse,Male,(English) son of Maurice.
Morrey,Male,(Greek) a familiar form of Moris.
Morrgan,Both,(Scottish) sea warrior.
Morri,Male,"(Latin) a familiar form of Maurice, Morse."
Morria,Female,(Hebrew) God is my teacher.
Morriah,Female,(Hebrew) God is my teacher.
Morrice,Male,(Latin) dark skinned; moor; marshland.
Morrie,Male,"(Latin) a familiar form of Maurice, Morse."
Morrill,Male,(French) dark; from Morocco.
Morrin,Female,(Irish) long-haired.
Morris,Male,(Latin) dark skinned; moor; marshland.
Morrisa,Female,(Latin) dark skinned; moor; marshland.
Morrisah,Female,(Latin) dark skinned; moor; marshland.
Morrise,Male,(Latin) dark skinned; moor; marshland.
Morrison,Male,(English) son of Maurice.
Morriss,Male,(Latin) dark skinned; moor; marshland.
Morrissa,Female,(Latin) dark skinned; moor; marshland.
Morrissah,Female,(Latin) dark skinned; moor; marshland.
Morrisson,Male,(English) son of Maurice.
Morrley,Male,(English) meadow by the moor.
Morry,Male,(Greek) a familiar form of Moris.
Morrys,Male,(Latin) dark skinned; moor; marshland.
Morryt,Female,(Hebrew) teacher.
Morryta,Female,(Hebrew) teacher.
Morrytah,Female,(Hebrew) teacher.
Morryte,Female,(Hebrew) teacher.
Morse,Male,(English) son of Maurice.
Mort,Male,"(French, English) a short form of Mordecai, Morten, Mortimer, Morton."
Mortan,Male,(Norwegian) a form of Martin.
Morte,Male,"(French, English) a short form of Mordecai, Morten, Mortimer, Morton."
Morten,Male,(Norwegian) a form of Martin.
Mortey,Male,"(French, English) a short form of Mordecai, Morten, Mortimer, Morton."
Mortie,Male,"(French, English) a short form of Mordecai, Morten, Mortimer, Morton."
Mortimer,Male,(French) still water.
Mortin,Male,(Norwegian) a form of Martin.
Morton,Male,(English) town near the moor.
Mortty,Male,"(French, English) a short form of Mordecai, Morten, Mortimer, Morton."
Morty,Male,"(French, English) a short form of Mordecai, Morten, Mortimer, Morton."
Mortyn,Male,(Norwegian) a form of Martin.
Morvan,Male,(Scottish) mariner.
Morven,Male,(Scottish) mariner.
Morvien,Male,(Scottish) mariner.
Morvin,Male,(Scottish) mariner.
Mory,Both,(Australian) water.
Morya,Female,(Hebrew) God is my teacher.
Moryah,Female,(Hebrew) God is my teacher.
Morye,Male,(Greek) a familiar form of Moris.
Moryn,Female,(Irish) a form of Maureen.
Moryna,Female,(Irish) a form of Maureen.
Morynah,Female,(Irish) a form of Maureen.
Moryne,Female,(Irish) a form of Maureen.
Morynna,Female,(Japanese) bay.
Morynnah,Female,(Japanese) bay.
Morys,Male,(Greek) son of the dark one.
Morysa,Female,(Latin) dark skinned; moor; marshland.
Morysah,Female,(Latin) dark skinned; moor; marshland.
Moryssa,Female,(Latin) dark skinned; moor; marshland.
Moryssah,Female,(Latin) dark skinned; moor; marshland.
Morysse,Female,(Latin) dark skinned; moor; marshland.
Moryt,Female,(Hebrew) teacher.
Moryta,Female,(Spanish) blueberry.
Morytah,Female,(Spanish) blueberry.
Moryte,Female,(Spanish) blueberry.
Morytt,Female,(Hebrew) teacher.
Morytta,Female,(Hebrew) teacher.
Moryttah,Female,(Hebrew) teacher.
Morytte,Female,(Hebrew) teacher.
Mose,Male,(Hebrew) a short form of Moses.
Mosea,Both,(Swahili) first-born.
Mosee,Both,(Swahili) first-born.
Mosegi,Male,(Egyptian) tailor.
Mosel,Female,(Hebrew) drawn from the water.
Mosela,Female,(Hebrew) drawn from the water.
Moselah,Female,(Hebrew) drawn from the water.
Mosele,Female,(Hebrew) drawn from the water.
Mosella,Female,(Hebrew) drawn from the water.
Mosellah,Female,(Hebrew) drawn from the water.
Moselle,Female,(Hebrew) drawn from the water.
Moses,Male,(Hebrew) drawn out of the water.
Mosese,Male,(Hebrew) drawn out of the water.
Mosey,Both,(Swahili) first-born.
Moshe,Male,"(Hebrew, Polish) a form of Moses."
Mosiah,Male,(Hebrew) drawn out of the water.
Mosie,Both,(Swahili) first-born.
Mosina,Female,(Hebrew) a form of Moselle.
Mosinah,Female,(Hebrew) a form of Moselle.
Mosine,Female,(Hebrew) a form of Moselle.
Moss,Male,"(Irish) a short form of Maurice, Morris."
Mosses,Male,(Hebrew) drawn out of the water.
Mostafa,Male,(Arabic) chosen; royal.
Mostafah,Male,(Arabic) chosen; royal.
Mostaffa,Male,(Arabic) chosen; royal.
Mostaffah,Male,(Arabic) chosen; royal.
Mostapha,Male,(Arabic) a form of Mustafa.
Moswen,Both,(Tswana) white.
Moswena,Both,(Tswana) white.
Moswenah,Both,(Tswana) white.
Moswin,Both,(Tswana) white.
Moswina,Both,(Tswana) white.
Moswinah,Both,(Tswana) white.
Moswine,Both,(Tswana) white.
Moswyn,Both,(Tswana) white.
Moswyna,Both,(Tswana) white.
Moswynah,Both,(Tswana) white.
Mosy,Both,(Swahili) first-born.
Mosya,Male,(Hebrew) drawn out of the water.
Mosze,Male,(Hebrew) drawn out of the water.
Moszek,Male,(Hebrew) drawn out of the water.
Motega,Male,(Native American) new arrow.
Motka,Male,(Russian) a form of Matthew.
Motya,Male,(Russian) a form of Matthew.
Mouhamad,Male,(Arabic) a form of Muhammad.
Mouhamadou,Male,(Arabic) a form of Muhammad.
Mouhamed,Male,(Arabic) a form of Muhammad.
Mouhammed,Male,(Arabic) a form of Muhammad.
Mouhamoin,Male,(Arabic) a form of Muhammad.
Mouira,Female,(Irish) great.
Mouna,Female,"(Arabic) wish, desire."
Mounah,Female,"(Arabic) wish, desire."
Mounia,Female,"(Arabic) wish, desire."
Mountgomery,Both,(English) rich man’s mountain.
Moureen,Female,(French) dark.
Mousa,Male,(Arabic) a form of Moses.
Moustafa,Male,(Arabic) chosen; royal.
Moustapha,Male,(Arabic) a form of Mustafa.
Moya,Female,(Hebrew) bitter; sea of bitterness.
Moyna,Both,(Irish) noble.
Moynah,Both,(Irish) noble.
Moyolehuani,Both,(Nahuatl) enamored one.
Moyra,Female,(Irish) great.
Moyrah,Female,(Irish) great.
Moyses,Male,(Hebrew) drawn out of the water.
Mozart,Male,(Italian) breathless.
Moze,Male,(Lithuanian) a form of Moses.
Mozel,Female,(Hebrew) drawn from the water.
Mozela,Female,(Hebrew) drawn from the water.
Mozelah,Female,(Hebrew) drawn from the water.
Mozele,Female,(Hebrew) drawn from the water.
Mozella,Female,(Hebrew) drawn from the water.
Mozellah,Female,(Hebrew) drawn from the water.
Mozelle,Female,(Hebrew) drawn from the water.
Mozes,Male,(Hebrew) drawn out of the water.
Mozina,Female,(Hebrew) a form of Moselle.
Mozinah,Female,(Hebrew) a form of Moselle.
Mozine,Female,(Hebrew) a form of Moselle.
Moztla,Female,(Nahuatl) tomorrow.
Mozyna,Female,(Hebrew) a form of Moselle.
Mozynah,Female,(Hebrew) a form of Moselle.
Mozyne,Female,(Hebrew) a form of Moselle.
Mpasa,Male,(Nguni) mat.
Mposi,Male,(Nyakyusa) blacksmith.
Mpoza,Male,(Luganda) tax collector.
Mren,Female,(Slavic) white eyes.
Mrena,Female,(Slavic) white eyes.
Mrenah,Female,(Slavic) white eyes.
Msamaki,Male,(Egyptian) fish.
Mtima,Male,(Nguni) heart.
Muata,Male,(Moquelumnan) yellow jackets in their nest.
Mucamutara,Female,(Egyptian) born during the war.
Mucio,Male,(Latin) he who endures silence.
Mugamba,Male,(Runyoro) talks too much.
Mugisa,Male,(Rutooro) lucky.
Mugisha,Male,(Rutooro) lucky.
Muhamad,,
Muhamed,,
Muhamet,,
Muhammad,Male,(Arabic) praised.
Muhammadali,,
Muhammed,Male,(Arabic) a form of Muhammad.
Muhannad,Male,(Arabic) sword.
Muhsin,Male,(Arabic) beneficent; charitable.
Muhtadi,Male,(Arabic) rightly guided.
Muir,Male,(Scottish) moor; marshland.
Muire,Both,(Arabic) myrrh.
Muirna,Female,(Irish) beloved.
Mujahid,Male,(Arabic) fighter in the way of Allah.
Mukasa,Male,(Luganda) God’s chief administrator.
Mukhtar,Male,(Arabic) chosen.
Mukhwana,Male,(Egyptian) twins.
Muki,Male,"(Hebrew) one who brightens, shines; enlightener."
Mukisa,Male,(Rutooro) lucky.
Mukul,Male,"(Sanskrit) bud, blossom; soul."
Mullu,Male,"(Quechua) coral, jewel."
Mulogo,Male,(Musoga) wizard.
Mumtaz,Female,(Arabic) distinguished.
Munah,Female,(Arabic) distinguished.
Mundan,Male,(Rhodesian) garden.
Munde,Male,(Irish) from Reamonn.
Mundee,Male,(Irish) from Reamonn.
Mundey,Male,(Irish) from Reamonn.
Mundi,Male,(Irish) from Reamonn.
Mundie,Male,(Irish) from Reamonn.
Mundo,Male,(Spanish) a short form of Edmundo.
Mundy,Male,(Irish) from Reamonn.
Munee,Male,(Cambodian) wise.
Muney,Male,(Cambodian) wise.
Mungo,Male,(Scottish) amiable.
Muni,Male,(Cambodian) wise.
Munia,Female,(Arabic) distinguished.
Munie,Male,(Cambodian) wise.
Munique,Female,(French) a form of Monica.
Munir,Male,(Arabic) brilliant; shining.
Munira,Female,(Arabic) she who is the source of light.
Munnee,Male,(Cambodian) wise.
Munney,Male,(Cambodian) wise.
Munni,Male,(Cambodian) wise.
Munnie,Male,(Cambodian) wise.
Munny,Male,(Cambodian) wise.
Munro,Male,(Irish) from the mount on the river Roe.
Munroe,Male,(Irish) from the mount on the river Roe.
Munrow,Male,(Irish) from the mount on the river Roe.
Muntassir,Male,(Arabic) victorious.
Muny,Male,(Cambodian) wise.
Mura,Female,(Japanese) village.
Muraco,Male,(Native American) white moon.
Murae,Male,(Scottish) sailor.
Murai,Male,(Scottish) sailor.
Murali,Male,(Hindi) flute.
Muranda,,
Murat,Male,(Turkish) wish come true.
Muray,Male,(Scottish) sailor.
Murdo,Male,(Scottish) wealthy sailor.
Murdoc,Male,(Scottish) wealthy sailor.
Murdoch,Male,(Scottish) wealthy sailor.
Murdock,Male,(Scottish) wealthy sailor.
Murffee,Both,(Irish) sea warrior.
Murffey,Both,(Irish) sea warrior.
Murffi,Both,(Irish) sea warrior.
Murffie,Both,(Irish) sea warrior.
Murffy,Both,(Irish) sea warrior.
Murfy,Both,(Irish) sea warrior.
Murial,Female,(Arabic) myrrh.
Muriel,Female,(Arabic) myrrh.
Muriell,Female,(Arabic) myrrh.
Muriella,Female,(Arabic) myrrh.
Murielle,Female,(Arabic) myrrh.
Murl,Both,"(French) a short form of Merlin, Merrill."
Murle,Both,"(Latin, French) blackbird."
Murna,Female,(Irish) beloved.
Murnah,Female,(Irish) beloved.
Murphee,Both,(Irish) sea warrior.
Murphey,Both,(Irish) sea warrior.
Murphi,Both,(Irish) sea warrior.
Murphie,Both,(Irish) sea warrior.
Murrae,Male,(Scottish) sailor.
Murrai,Male,(Scottish) sailor.
Murray,Male,(Scottish) sailor.
Murree,Male,(Scottish) sailor.
Murrel,Male,(French) dark; from Morocco.
Murrell,Male,(French) dark; from Morocco.
Murrey,Male,(Scottish) sailor.
Murri,Male,(Scottish) sailor.
Murrie,Male,(Scottish) sailor.
Murry,Male,(Scottish) sailor.
Murtadi,Male,(Arabic) satisfied.
Murtagh,Male,(Irish) a form of Murdock.
Murtal,Female,(Greek) evergreen shrub.
Murtel,Female,(Greek) evergreen shrub.
Murtella,Female,(Greek) evergreen shrub.
Murtelle,Female,(Greek) evergreen shrub.
Murton,Male,(English) sea town.
Murvan,Male,(English) lover of the sea.
Murven,Male,(English) lover of the sea.
Murvin,Male,(English) lover of the sea.
Murvine,Male,(English) lover of the sea.
Murvon,Male,(English) lover of the sea.
Murvyn,Male,(English) lover of the sea.
Murvyne,Male,(English) lover of the sea.
Murwin,Male,(English) lover of the sea.
Murwyn,Male,(English) lover of the sea.
Muryel,Female,(Arabic) myrrh.
Muryela,Female,(Arabic) myrrh.
Muryele,Female,(Arabic) myrrh.
Muryell,Female,(Arabic) myrrh.
Muryella,Female,(Arabic) myrrh.
Muryelle,Female,(Arabic) myrrh.
Musa,Male,(Swahili) child.
Muse,Female,(Greek) inspiration.
Muset,Female,(French) little bagpipe.
Museta,Female,(French) little bagpipe.
Musetah,Female,(French) little bagpipe.
Musete,Female,(French) little bagpipe.
Musetta,Female,(French) little bagpipe.
Musettah,Female,(French) little bagpipe.
Musette,Female,(French) little bagpipe.
Mushin,Male,(Arabic) charitable.
Mushira,Female,(Arabic) counselor.
Musica,Female,(Tongan) music.
Musicah,Female,(Tongan) music.
Musicka,Female,(Tongan) music.
Musidora,Female,(Greek) beautiful muse.
Musidorah,Female,(Greek) beautiful muse.
Musidore,Female,(Greek) beautiful muse.
Musika,Female,(Tongan) music.
Muslim,Male,(Egyptian) believer.
Muslimah,Female,(Arabic) devout believer.
Musoke,Male,(Rukonjo) born while a rainbow was in the sky.
Mustafa,Male,(Arabic) chosen; royal.
Mustafaa,Male,(Arabic) chosen; royal.
Mustafah,Male,(Arabic) chosen; royal.
Mustafe,Male,(Arabic) chosen; royal.
Mustaffa,Male,(Arabic) chosen; royal.
Mustafo,Male,(Arabic) chosen; royal.
Mustapha,Male,(Arabic) a form of Mustafa.
Mustoffa,Male,(Arabic) chosen; royal.
Mustofo,Male,(Arabic) chosen; royal.
Musyca,Female,(Tongan) music.
Musycah,Female,(Tongan) music.
Musycka,Female,(Tongan) music.
Musyckah,Female,(Tongan) music.
